Session,Strategy_Name,Starting_Bankroll,Max_Rounds,Cost_Per_Round,Rounds_Survived,Final_Bankroll,Bet_Sheet
641,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
642,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
643,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
644,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
645,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
646,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
647,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
648,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
649,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
650,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
651,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
652,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
653,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
654,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
655,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
656,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
657,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
658,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
659,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
660,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
661,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
662,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
663,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
664,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
665,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
666,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
667,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
668,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
669,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
670,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
671,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
672,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
673,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
674,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
675,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
676,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
677,ConserveBet2,12.0,10,6.0,10,36.0,CRAB:3.0|FISH:3.0
678,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
679,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
680,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
681,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
682,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
683,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
684,ConserveBet2,12.0,10,6.0,10,36.0,CRAB:3.0|FISH:3.0
685,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
686,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
687,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
688,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
689,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
690,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
691,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
692,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
693,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
694,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
695,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
696,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
697,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
698,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
699,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
700,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
701,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
702,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
703,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
704,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
705,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
706,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
707,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
708,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
709,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
710,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
711,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
712,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
713,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
714,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
715,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
716,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
717,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
718,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
719,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
720,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
721,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
722,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
723,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
724,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
725,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
726,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
727,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
728,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
729,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
730,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
731,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
732,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
733,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
734,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
735,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
736,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
737,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
738,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
739,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
740,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
741,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
742,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
743,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
744,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
745,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
746,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
747,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
748,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
749,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
750,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
751,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
752,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
753,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
754,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
755,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
756,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
757,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
758,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
759,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
760,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
761,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
762,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
763,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
764,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
765,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
766,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
767,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
768,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
769,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
770,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
771,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
772,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
773,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
774,ConserveBet2,12.0,10,6.0,10,36.0,CRAB:3.0|FISH:3.0
775,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
776,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
777,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
778,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
779,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
780,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
781,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
782,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
783,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
784,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
785,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
786,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
787,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
788,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
789,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
790,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
791,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
792,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
793,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
794,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
795,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
796,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
797,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
798,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
799,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
800,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
801,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
802,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
803,ConserveBet2,12.0,10,6.0,10,48.0,CRAB:3.0|FISH:3.0
804,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
805,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
806,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
807,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
808,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
809,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
810,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
811,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
812,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
813,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
814,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
815,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
816,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
817,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
818,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
819,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
820,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
821,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
822,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
823,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
824,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
825,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
826,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
827,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
828,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
829,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
830,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
831,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
832,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
833,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
834,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
835,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
836,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
837,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
838,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
839,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
840,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
841,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
842,ConserveBet2,12.0,10,6.0,10,39.0,CRAB:3.0|FISH:3.0
843,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
844,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
845,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
846,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
847,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
848,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
849,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
850,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
851,ConserveBet2,12.0,10,6.0,7,3.0,CRAB:3.0|FISH:3.0
852,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
853,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
854,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
855,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
856,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
857,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
858,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
859,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
860,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
861,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
862,ConserveBet2,12.0,10,6.0,5,3.0,CRAB:3.0|FISH:3.0
863,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
864,ConserveBet2,12.0,10,6.0,9,0.0,CRAB:3.0|FISH:3.0
865,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
866,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
867,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
868,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
869,ConserveBet2,12.0,10,6.0,10,36.0,CRAB:3.0|FISH:3.0
870,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
871,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
872,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
873,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
874,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
875,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
876,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
877,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
878,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
879,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
880,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
881,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
882,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
883,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
884,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
885,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
886,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
887,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
888,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
889,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
890,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
891,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
892,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
893,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
894,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
895,ConserveBet2,12.0,10,6.0,6,3.0,CRAB:3.0|FISH:3.0
896,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
897,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
898,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
899,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
900,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
901,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
902,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
903,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
904,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
905,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
906,ConserveBet2,12.0,10,6.0,10,39.0,CRAB:3.0|FISH:3.0
907,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
908,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
909,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
910,ConserveBet2,12.0,10,6.0,10,0.0,CRAB:3.0|FISH:3.0
911,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
912,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
913,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
914,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
915,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
916,ConserveBet2,12.0,10,6.0,10,27.0,CRAB:3.0|FISH:3.0
917,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
918,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
919,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
920,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
921,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
922,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
923,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
924,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
925,ConserveBet2,12.0,10,6.0,6,0.0,CRAB:3.0|FISH:3.0
926,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
927,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
928,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
929,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
930,ConserveBet2,12.0,10,6.0,10,18.0,CRAB:3.0|FISH:3.0
931,ConserveBet2,12.0,10,6.0,10,21.0,CRAB:3.0|FISH:3.0
932,ConserveBet2,12.0,10,6.0,10,33.0,CRAB:3.0|FISH:3.0
933,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
934,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
935,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
936,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
937,ConserveBet2,12.0,10,6.0,10,9.0,CRAB:3.0|FISH:3.0
938,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
939,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
940,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
941,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
942,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
943,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
944,ConserveBet2,12.0,10,6.0,4,3.0,CRAB:3.0|FISH:3.0
945,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
946,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
947,ConserveBet2,12.0,10,6.0,10,3.0,CRAB:3.0|FISH:3.0
948,ConserveBet2,12.0,10,6.0,9,3.0,CRAB:3.0|FISH:3.0
949,ConserveBet2,12.0,10,6.0,8,0.0,CRAB:3.0|FISH:3.0
950,ConserveBet2,12.0,10,6.0,10,12.0,CRAB:3.0|FISH:3.0
951,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
952,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
953,ConserveBet2,12.0,10,6.0,2,0.0,CRAB:3.0|FISH:3.0
954,ConserveBet2,12.0,10,6.0,7,0.0,CRAB:3.0|FISH:3.0
955,ConserveBet2,12.0,10,6.0,5,0.0,CRAB:3.0|FISH:3.0
956,ConserveBet2,12.0,10,6.0,10,30.0,CRAB:3.0|FISH:3.0
957,ConserveBet2,12.0,10,6.0,10,24.0,CRAB:3.0|FISH:3.0
958,ConserveBet2,12.0,10,6.0,10,15.0,CRAB:3.0|FISH:3.0
959,ConserveBet2,12.0,10,6.0,10,6.0,CRAB:3.0|FISH:3.0
960,ConserveBet2,12.0,10,6.0,4,0.0,CRAB:3.0|FISH:3.0
961,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
962,ConserveBet2,12.0,10,6.0,3,3.0,CRAB:3.0|FISH:3.0
963,ConserveBet2,12.0,10,6.0,8,3.0,CRAB:3.0|FISH:3.0
964,ConserveBet2,12.0,10,6.0,3,0.0,CRAB:3.0|FISH:3.0
